london	伦敦	英国	Regency Café	['全套英式早餐', '奶茶']	Full_English_breakfast_(cropped).jpg
london	伦敦	英国	Padella（Borough Market）	['Pici cacio e pepe手打面', '牛肉黄油意面']	Cacio_e_pepe.jpg
london	伦敦	英国	St. JOHN（Smithfield）	['烤骨髓配欧芹沙拉', '当日鲜炸猪皮']	Roast_Bone_Marrow.jpg
luxor	卢克索	埃及	街头塔米亚摊（火车站附近）	['塔米亚夹饼', '现榨甘蔗汁']	Falafels_2.jpg
luxor	卢克索	埃及	Restaurant Mohammed（西岸村里）	['家常塔金锅', '烤鸡配藏红花饭']	Chicken_tagine_(3328334581).jpg
luxor	卢克索	埃及	Aboudi Coffee Break（卢克索神庙旁）	['鹰嘴豆泥拼盘', '鲜果汁', '咖啡']	Lebanese_style_hummus.jpg
luxor	卢克索	埃及	Sofra Restaurant（东岸老宅）	['烤鸽子', '秋葵炖羊肉', '锦葵汤', '米布丁']	Hamam_mahshi.jpg
luxor	卢克索	埃及	Al-Sahaby Lane 屋顶餐厅	['混合烤肉', '塔金锅', '薄荷柠檬汁']	PinchosAmericanos.jpg
machu-picchu	马丘比丘	秘鲁	La Boulangerie de Paris（温泉镇）	['牛角包', 'empanada 烤馅饼', '热巧克力']	Croissant-Petr_Kratochvil.jpg
maldives	马尔代夫	马尔代夫	Dawn Café（马累老城茶铺）	['mas huni 配 roshi 薄饼', 'bajiya 炸鱼角', '热甜奶茶']	Mas_huni-roshi087.JPG
maldives	马尔代夫	马尔代夫	Moon Café（Galolhu 球场边）	['gulha 炸鱼球', 'kulhi boakibaa 辣鱼糕', '黑茶']	Maldivian_gulha33.JPG
maldives	马尔代夫	马尔代夫	Symphony Restaurant（马累）	['garudhiya 金枪鱼清汤', '椰浆咖喱鱼', '苦瓜拌金枪鱼']	Garudiya.jpg
maldives	马尔代夫	马尔代夫	Sala Thai（马累）	['冬阴功', '咖喱蟹', '菠萝炒饭']	Tom_yam_kung_maenam.jpg
marrakech	马拉喀什	摩洛哥	德吉玛广场蜗牛摊	['Babbouche 香料蜗牛汤']	Snail_dish_in_Marrakesh_1.jpg
marrakech	马拉喀什	摩洛哥	Chez Lamine Hadj Mustapha	['Mechoui 坑烤全羊', 'Tangia 罐焖牛肉']	Mechoui.jpg
marrakech	马拉喀什	摩洛哥	Amal Women's Training Center	['周五古斯古斯', '鸡肉柠檬塔吉锅']	Moroccan_cuscus,_from_Casablanca,_September_2018.jpg
marrakech	马拉喀什	摩洛哥	Al Fassia	['鸽子肉Pastilla酥皮派', '七蔬菜古斯古斯']	Bisteeya.jpg
marrakech	马拉喀什	摩洛哥	La Grande Table Marocaine (Royal Mansour)	['皇家塔吉锅套餐', '玫瑰水甜点']	Tajine-marocain-un-plat-varie-et-sain_(cropped).jpg
meteora	梅黛奥拉	希腊	Vakis Grill（卡兰巴卡）	['猪肉souvlaki皮塔卷', '鸡肉gyros']	Souvlaki_in_Athens.JPG
meteora	梅黛奥拉	希腊	Taverna Yamas（卡兰巴卡）	['moussaka', '烤feta配蜂蜜', '炸西葫芦']	MussakasMeMelitsanesKePatates01.JPG
meteora	梅黛奥拉	希腊	Taverna Panellinio（中心广场）	['炖牛肉stifado', '烤肉拼盘', 'horiatiki希腊沙拉']	Grk2020.jpg
cinque-terre	五渔村	意大利	Il Pescato Cucinato（里奥马焦雷）	['纸筒炸海鲜 fritto misto', '炸鳀鱼', '炸鱿鱼圈']	Italy-Italia_Italian_Food_Fritto_misto_alla_piemontese_PxT.JPG
cinque-terre	五渔村	意大利	Batti Batti' Focacceria（里奥马焦雷）	['佛卡夏夹青酱', 'margherita 切块披萨', '鳀鱼佛卡夏']	Focaccia_with_Crumb.jpg
cinque-terre	五渔村	意大利	Il Pirata delle 5 Terre（韦尔纳扎）	['西西里 cannoli', '开心果可颂', '现做 granita 冰沙']	Cannoli_siciliani_al_Caffè_Impero,_ad_Alcamo.jpg
cinque-terre	五渔村	意大利	Trattoria dal Billy（马纳罗拉高处）	['青酱 trofie 短面', '墨鱼汁意面', '海鲜前菜拼盘']	Trofie_pasta_macro.jpg
milford-sound	米尔福德峡湾	新西兰	Miles Better Pies（蒂阿瑙）	['鹿肉派', '羊肉薄荷派', '苹果派']	MeatPie.JPG
milford-sound	米尔福德峡湾	新西兰	The Fat Duck（蒂阿瑙）	['蓝鳕鱼薯条', '羊肩排', '本地精酿']	Fish_and_chips_blackpool.jpg
milford-sound	米尔福德峡湾	新西兰	Pio Pio Café / Milford Sound Lodge 餐厅	['峡湾青口', '慢炖羊肉', '热汤配酸面包']	Green_Lipped_Mussel_(314300764).jpg
mont-saint-michel	圣米歇尔山	法国	岛上大街的可丽饼窗口（Crêperie外带）	['焦糖黄油可丽饼', '苹果酒']	Crepes_dsc07085.jpg
mont-saint-michel	圣米歇尔山	法国	Auberge Saint-Pierre 餐厅	['诺曼底生蚝', '苹果白兰地火烧虾']	Crassostrea_gigas_p1040848.jpg
moraine-lake	梦莲湖	加拿大	Laggan's Mountain Bakery（露易丝湖村）	['枫糖山核桃丹麦酥', '牛肉派', '现磨咖啡']	Glazed_apple_Danish.jpg
moraine-lake	梦莲湖	加拿大	Lake Agnes Tea House（露易丝湖上方，徒步3.5公里才到）	['现烤司康配果酱', '一壶高山茶', '厚切三明治']	Scone_varieties.jpg
mount-fuji-climb	富士山登顶	日本	五合目雲上閣小卖部	['こけもも（越橘）软冰淇淋', '富士山菠萝包']	Soft_Ice_cream.jpg
mount-fuji-climb	富士山登顶	日本	桜井うどん（富士吉田）	['吉田乌冬（马肉浇头）', '冷やしうどん']	Kakeudon.jpg
mount-fuji-climb	富士山登顶	日本	ほうとう不動（河口湖）	['ほうとう味噌炖面', '马刺身']	Houtou.jpg
mount-roraima	罗赖马山	委内瑞拉	圣埃伦娜清晨街角empanada摊	['empanada de queso（芝士馅炸角）', 'empanada de pabellón（黑豆牛肉馅）', '现煮甜咖啡']	Tapa_de_empanadillitas.JPG
mount-roraima	罗赖马山	委内瑞拉	Panadería Roraima（罗赖马面包房）	['cachito火腿面包', 'golfeado焦糖芝士卷', 'marrón咖啡']	Cachitos_close-up_(3175160347).jpg
mount-roraima	罗赖马山	委内瑞拉	Restaurant Manantial	['pabellón criollo国民套饭', '烤鸡配炸香蕉', '现榨西番莲汁']	Pabellón_Criollo_Venezolano.jpg
mykonos	米科诺斯	希腊	Jimmy's Gyros	['猪肉gyros卷饼', 'chicken souvlaki串', '薯条']	Pita_giros.JPG
mykonos	米科诺斯	希腊	Sakis Grill House	['混合烤肉盘', 'pita gyros', '希腊沙拉']	Souvlaki_in_Athens.JPG
mykonos	米科诺斯	希腊	Kiki's Tavern（Agios Sostis海湾）	['炭烤猪肋排', '烤剑鱼', '自制酸奶柠檬蛋糕']	Spareribs_20160506_182617113.jpg
namib-desert	纳米布沙漠	纳米比亚	Moose McGregor's Desert Bakery（Solitaire）	['德式苹果派', '肉桂卷', '现煮咖啡']	Lattice_apple_pie.png
namtso-lake	纳木错	中国	扎西半岛帐篷茶馆	['酥油茶', '藏面', '方便面加蛋']	Tibetan_butter_tea.jpg
new-york	纽约	美国	Joe's Pizza（格林威治村Carmine街）	['原味cheese slice', 'pepperoni slice']	NYPizzaPie.jpg
new-york	纽约	美国	The Halal Guys（53街与6大道总摊）	['chicken over rice', 'gyro拼盘', '白酱配辣酱']	Chicken_over_rice_(16425553415).jpg
new-york	纽约	美国	Los Tacos No.1（切尔西市场店）	['adobada烤猪肉taco', 'carne asada taco', '仙人掌taco']	001_Tacos_de_carnitas,_carne_asada_y_al_pastor.jpg
new-york	纽约	美国	Xi'an Famous Foods（西安名吃）	['凉皮', '孜然羊肉手工宽面', '肉夹馍']	Biang_Biang_Mian.jpg
new-york	纽约	美国	Katz's Delicatessen	['pastrami on rye烟熏牛肉三明治', 'matzo ball汤', '腌黄瓜']	Pastrami-Sandwich.JPG
new-york	纽约	美国	Peter Luger Steak House（布鲁克林Williamsburg）	['Porterhouse双人份', '厚切培根', 'creamed spinach']	Porterhouse_steaks_grilling_barbecue_grills_meat.jpg
north-pole	北极点	北冰洋	破冰船主餐厅（'胜利50周年'号）	['罗宋汤', '牛肉斯特罗加诺夫', '极点庆祝晚宴鱼子酱']	Borscht_served.jpg
pamukkale	棉花堡	土耳其	镇口Gözleme与石榴汁摊	['菠菜Gözleme', '鲜榨石榴汁']	Gözleme.JPG
