hanoi	河内	越南	Bánh Mì 25	['烤肉bánh mì', '素食bánh mì']	Bánh_mì_thịt_nướng.png
hanoi	河内	越南	Bún Chả Hương Liên	['烤肉米线bún chả', '海蟹春卷nem cua bể']	Bún_chả_Vietnamese_food.jpg
hanoi	河内	越南	Cà Phê Giảng	['蛋咖啡cà phê trứng']	Cà_phê_trứng.jpg
hanoi	河内	越南	Chả Cá Thăng Long	['炭烧鱼锅chả cá', '虾酱蘸料mắm tôm']	Chả_cá_Lã_Vọng_Hà_Nội.jpg
havana	哈瓦那	古巴	Doña Eutimia	['手撕牛肉ropa vieja', '冰沙mojito frappé']	Cubanfood.jpg
havana	哈瓦那	古巴	El Floridita	['原版Daiquiri', '海鲜开胃盘']	Classic_Daiquiri_in_Cocktail_Glass.jpg
hawaii-oahu	夏威夷	美国	Giovanni's Shrimp Truck	['蒜香黄油虾饭scampi', '辣虾hot & spicy']	Butter_Garlic_Shrimp_(with_rice),_Haleiwa,_Hawaii.jpg
hawaii-oahu	夏威夷	美国	Marukame Udon（威基基店）	['明太子釜玉乌冬', '现炸天妇罗']	Kakeudon.jpg
hawaii-oahu	夏威夷	美国	Leonard's Bakery	['原味malasada', 'haupia椰奶馅malasada']	Hugeassmalassada.jpg
hawaii-oahu	夏威夷	美国	Ono Seafood	['酱油ahi poke碗', '辣味poke']	Shoyu_and_onion_poke.jpg
hawaii-oahu	夏威夷	美国	Duke's Waikiki	['hula pie冰淇淋派', '烤鱼配椰香饭']	Lahaina_Lunch_-_Hula_Pie.jpg
hong-kong	香港	中国	合益泰小食（深水埗）	['布拉肠粉', '鱼蛋']	A_Steam_White_Rice_Noodle_Rolls_from_KC_Chinese_Restaurant.jpg
hong-kong	香港	中国	利强记北角鸡蛋仔	['原味鸡蛋仔']	Egg_waffle_-_sarah_stierch.jpg
hong-kong	香港	中国	澳洲牛奶公司（佐敦）	['炒蛋多士', '炖奶']	Scrambled_egg_on_toast_-_Loro's_Cafe_2025-08-13.jpg
hong-kong	香港	中国	沾仔记（中环）	['招牌云吞面', '鲮鱼球']	HK_Sai_Ying_Pun_Centre_Street_雲吞_Wonton_noodle_July-2012.JPG
hong-kong	香港	中国	九记牛腩（上环）	['清汤牛腩', '咖喱牛筋腩伊面']	Beef_brisket_rice_noodle_牛腩粉_(3356674856).jpg
hong-kong	香港	中国	添好运（深水埗）	['酥皮焗叉烧包', '香滑马拉糕']	Char_siu_bao.jpg
iceland-ice-cave	冰岛冰洞	冰岛	N1加油站（Freysnes/史卡夫塔山旁）	['冰岛热狗（pylsa）', '汉堡']	Njbrkfast.jpg
iceland-ice-cave	冰岛冰洞	冰岛	Hafnarbúðin（赫本港口小店）	['龙虾三明治（海螯虾包）', '薯条']	Lobster_Roll.png
iceland-magma-chamber	维尔京冰岛火山口	冰岛	Inside the Volcano 大本营伙食	['冰岛羊肉汤（kjötsúpa）', '咖啡', '热巧克力']	Meat_soup.JPG
iceland-magma-chamber	维尔京冰岛火山口	冰岛	Olís/N1 加油站（回雷克雅未克路上）	['冰岛热狗（pylsa）', '肉桂卷']	Njbrkfast.jpg
iguazu-falls	伊瓜苏瀑布	阿根廷	La Feirita（伊瓜苏港小市集）	['chipá芝士面包球', 'choripán香肠三明治']	Chipa_Paraguay.jpg
iguazu-falls	伊瓜苏瀑布	阿根廷	Lemongrass	['牛油果吐司', '现打果昔', '阿根廷咖啡']	Avocado_toast_at_Voyager_Espresso_(33134505776).jpg
iguazu-falls	伊瓜苏瀑布	阿根廷	El Quincho del Tío Querido	['asado烤肉拼盘', 'provoleta烤奶酪']	Asado_2005.jpg
istanbul	伊斯坦布尔	土耳其	Eminönü码头烤鱼三明治船	['Balık Ekmek 烤鲭鱼三明治']	Fish_sandwich,_Istanbul,_Turkey.JPG
istanbul	伊斯坦布尔	土耳其	Dürümzade	['Adana烤肉卷', 'Urfa烤肉卷']	Adana_kebab.jpg
istanbul	伊斯坦布尔	土耳其	Şehzade Cağ Kebabı	['Cağ Kebab 横转烤羊肉串']	Cağkebabı5.jpg
istanbul	伊斯坦布尔	土耳其	Karaköy Güllüoğlu	['开心果Baklava', '奶油Kaymak配蜜饼']	Baklava(1).png
jeju	济州岛	韩国	오는정김밥（Oneunjeong紫菜包饭·西归浦）	['炸豆腐紫菜包饭']	Gimbap_(pixabay).jpg
jeju	济州岛	韩国	东门市场夜市摊	['黑猪肉卷', '花生冰淇淋', '烤鲍鱼串']	Samgyeopsal-gui.jpg
jeju	济州岛	韩国	豚舍豚（돈사돈·济州市）	['黑猪五花', '泡菜锅']	Samgyeopsal-gui.jpg
jerash	杰拉什	约旦	Habibah Sweets（安曼老城窗口）	['kunafa奶酪甜糕']	Künefe.jpg
jerash	杰拉什	约旦	Hashem Restaurant（安曼）	['falafel', 'hummus', '薄荷茶']	Falafels_2.jpg
jerash	杰拉什	约旦	Lebanese House (Umm Khalil)	['mezze前菜拼盘', '烤羊肉串', 'fattoush沙拉']	Petra_metzes.jpg
jerash	杰拉什	约旦	Fakhreldin（安曼）	['精做mezze', '烤乳鸽', '黎凡特甜品']	Petra_metzes.jpg
jiuzhai-huanglong	黄龙	中国	川主寺镇面馆	['牛肉面', '酸菜面块']	Lanzhou_La_Mian.jpg
jiuzhaigou	九寨沟	中国	格桑花铜锅牦牛肉音乐藏餐厅	['铜锅牦牛肉', '青稞饼蘸蜂蜜']	Hot_Pot.jpg
k2	K2乔戈里峰	巴基斯坦	Askole村的杏干与核桃（村民家购）	['晒干杏干', '杏仁核桃']	Ab_food_04.jpg
kamchatka	堪察加半岛	俄罗斯	市区столовая自助食堂	['红菜汤', '肉饼配荞麦饭', '水果甜汤']	Borscht_served.jpg
kamchatka	堪察加半岛	俄罗斯	码头边沙威玛小亭	['鸡肉沙威玛', '热红茶']	Шаурма_6.jpg
kamchatka	堪察加半岛	俄罗斯	Korea House（列宁大街26号）	['帝王蟹', '海鲜石锅', '烤鱿鱼']	King_crab_in_Kirkenes.jpg
kamchatka	堪察加半岛	俄罗斯	市场活蟹现煮档	['整只帝王蟹现煮', '海胆现开']	King_crab_in_Kirkenes.jpg
kilimanjaro	乞力马扎罗	坦桑尼亚	Milan's（Moshi印度素食）	['Thali套餐', '现烙Chapati']	Vegetarian_Curry.jpeg
kilimanjaro	乞力马扎罗	坦桑尼亚	Kilimanjaro Coffee Lounge（Moshi）	['乞力马扎罗单品咖啡', '牛油果吐司']	Latte_and_dark_coffee.jpg
kilimanjaro	乞力马扎罗	坦桑尼亚	Indoitaliano（Moshi）	['柴火披萨', '印度黄油鸡']	Pizza-3007395.jpg
kotor	科托尔	黑山	Pizzeria Pronto	['现烤披萨切块', 'Capricciosa整盘']	Pizza-3007395.jpg
kotor	科托尔	黑山	BBQ Tanjga	['混合烤肉拼盘', 'Pljeskavica肉饼', 'Cevapi肉肠']	Mixed_grilled_meat_in_dinner.jpg
kotor	科托尔	黑山	Konoba Cesarica	['渔夫炖鱼汤', '湾内黑贻贝buzara', '烤鲷鱼']	Brodet.JPG
kotor	科托尔	黑山	Ladovina Kitchen & Wine Bar	['章鱼沙拉', '黑墨鱼烩饭', '本地Vranac红酒']	Octopus_salad_.jpg
kotor	科托尔	黑山	Galion	['生蚝', '亚得里亚海鲈鱼', '龙虾意面']	Plate_of_6_oysters_-_La_Petite_Plage_2025-03-25.jpg
kyoto	京都	日本	こんなもんじゃ（锦市场）	['豆乳甜甜圈', '豆乳冰淇淋']	004-soymilk.jpg
kyoto	京都	日本	本家 第一旭 たかばし本店	['特制拉面', '叉烧拉面']	Shoyu_Ramen（Tokyo_Ramen）_-_01.jpg
kyoto	京都	日本	山元面藏	['牛蒡天妇罗乌冬', '土鸡乌冬']	Kakeudon.jpg
kyoto	京都	日本	ひさご	['亲子丼', '鲱鱼荞麦面']	Oyakodon_003.jpg
kyoto	京都	日本	权太吕 本店	['权太吕锅', '天妇罗荞麦面']	Nabe_Kansai_style.jpg
